"slug","name","season"
"russeda01","D'Angelo Russell","2019"
"jacksju01","Justin Jackson","2019"
"poeltja01","Jakob Poeltl","2019"
"gallola01","Langston Galloway","2019"
"willima02","Marvin Williams","2019"
"smithis01","Ish Smith","2019"
"townska01","Karl-Anthony Towns","2019"
"rosste01","Terrence Ross","2019"
"oquinky01","Kyle O'Quinn","2019"
"cartemi01","Michael Carter-Williams","2019"
"ennisja01","James Ennis","2019"
"grantje02","Jerian Grant","2019"
"isaacjo01","Jonathan Isaac","2019"
"baglema01","Marvin Bagley","2019"
"anderry01","Ryan Anderson","2019"
"brookma01","MarShon Brooks","2019"
"dekkesa01","Sam Dekker","2019"
"harremo01","Montrezl Harrell","2019"
"templga01","Garrett Temple","2019"
"cartevi01","Vince Carter","2019"
"johnsty01","Tyler Johnson","2019"
"seldewa01","Wayne Selden","2019"
"bradlav01","Avery Bradley","2019"
"mcgruro01","Rodney McGruder","2019"
"murraja01","Jamal Murray","2019"
"robingl02","Glenn Robinson","2019"
"bembrde01","DeAndre' Bembry","2019"
"hensojo01","John Henson","2019"
"lenal01","Alex Len","2019"
"woodch01","Christian Wood","2019"
"rosede01","Derrick Rose","2019"
"wadedw01","Dwyane Wade","2019"
"anunoog01","OG Anunoby","2019"
"powelno01","Norman Powell","2019"
"masonfr01","Frank Mason","2019"
"poythal01","Alex Poythress","2019"
"brunsja01","Jalen Brunson","2019"
"dudleja01","Jared Dudley","2019"
"hillso01","Solomon Hill","2019"
"dorsety01","Tyler Dorsey","2019"
"parsoch01","Chandler Parsons","2019"
"robinmi01","Mitchell Robinson","2019"
"korveky01","Kyle Korver","2019"
"millspa02","Patty Mills","2019"
"bakerro01","Ron Baker","2019"
"broekry01","Ryan Broekhoff","2019"
"plumlma01","Mason Plumlee","2019"
"thomptr01","Tristan Thompson","2019"
"beaslma01","Malik Beasley","2019"
"kurucro01","Rodions Kurucs","2019"
"anthoca01","Carmelo Anthony","2019"
"shumpim01","Iman Shumpert","2019"
"sumneed01","Edmond Sumner","2019"
"chandty01","Tyson Chandler","2019"
"okoboel01","Elie Okobo","2019"
"tollian01","Anthony Tolliver","2019"
"doncilu01","Luka Doncic","2019"
"danietr01","Troy Daniels","2019"
"diallch01","Cheick Diallo","2019"
"holidaa01","Aaron Holiday","2019"
"huertke01","Kevin Huerter","2019"
"sextoco01","Collin Sexton","2019"
"adamsja01","Jaylen Adams","2019"
"brownlo01","Lorenzo Brown","2019"
"jonesde02","Derrick Jones","2019"
"snellto01","Tony Snell","2019"
"olynyke01","Kelly Olynyk","2019"
"thomala01","Lance Thomas","2019"
"bridgmi01","Mikal Bridges","2019"
"brownst02","Sterling Brown","2019"
"clarkga01","Gary Clark","2019"
"harteis01","Isaiah Hartenstein","2019"
"hollajo02","John Holland","2019"
"jacksfr01","Frank Jackson","2019"
"leaftj01","T.J. Leaf","2019"
"niangge01","Georges Niang","2019"
"nwabada01","David Nwaba","2019"
"richama01","Malachi Richardson","2019"
"spaldra01","Ray Spalding","2019"
"welshth01","Thomas Welsh","2019"
"willike04","Kenrich Williams","2019"
"anderky01","Kyle Anderson","2019"
"macksh01","Shelvin Mack","2019"
"milescj01","C.J. Miles","2019"
"jonesty01","Tyus Jones","2019"
"knoxke01","Kevin Knox","2019"
"gilesha01","Harry Giles","2019"
"rubiori01","Ricky Rubio","2019"
"harride01","Devin Harris","2019"
"loftoza01","Zach Lofton","2019"
"scottmi01","Mike Scott","2019"
"bridgmi02","Miles Bridges","2019"
"greenge01","Gerald Green","2019"
"grahatr01","Treveon Graham","2019"
"cunnida01","Dante Cunningham","2019"
"okafoja01","Jahlil Okafor","2019"
"brookdi01","Dillon Brooks","2019"
"onealro01","Royce O'Neale","2019"
"mbahalu01","Luc Mbah a Moute","2019"
"beverpa01","Patrick Beverley","2019"
"milleda01","Darius Miller","2019"
"brownbr01","Bruce Brown","2019"
"collida01","Darren Collison","2019"
"walljo01","John Wall","2019"
"stausni01","Nik Stauskas","2019"
"lillada01","Damian Lillard","2019"
"jamesle01","LeBron James","2019"
"lavinza01","Zach LaVine","2019"
"portibo01","Bobby Portis","2019"
"mcgeeja01","JaVale McGee","2019"
"hartjo01","Josh Hart","2019"
"porteot01","Otto Porter","2019"
"arcidry01","Ryan Arcidiacono","2019"
"turneev01","Evan Turner","2019"
"nurkiju01","Jusuf Nurkic","2019"
"greenje02","Jeff Green","2019"
"ingrabr01","Brandon Ingram","2019"
"rondora01","Rajon Rondo","2019"
"bealbr01","Bradley Beal","2019"
"mccolcj01","CJ McCollum","2019"
"colliza01","Zach Collins","2019"
"harklma01","Maurice Harkless","2019"
"parkeja01","Jabari Parker","2019"
"blakean01","Antonio Blakeney","2019"
"kuzmaky01","Kyle Kuzma","2019"
"riverau01","Austin Rivers","2019"
"morrima02","Markieff Morris","2019"
"oubreke01","Kelly Oubre","2019"
"satorto01","Tomas Satoransky","2019"
"balllo01","Lonzo Ball","2019"
"holidju01","Justin Holiday","2019"
"cartewe01","Wendell Carter","2019"
"leoname01","Meyers Leonard","2019"
"caldwke01","Kentavious Caldwell-Pope","2019"
"mahinia01","Ian Mahinmi","2019"
"curryse01","Seth Curry","2019"
"lopezro01","Robin Lopez","2019"
"smithja02","Jason Smith","2019"
"laymaja01","Jake Layman","2019"
"stephla01","Lance Stephenson","2019"
"payneca01","Cameron Payne","2019"
"beaslmi01","Michael Beasley","2019"
"mcraejo01","Jordan McRae","2019"
"ulisty01","Tyler Ulis","2019"
"hutchch01","Chandler Hutchison","2019"
"aminual01","Al-Farouq Aminu","2019"
"briscis01","Isaiah Briscoe","2019"
"clarkia01","Ian Clark","2019"
"casspom01","Omri Casspi","2019"
"iwundwe01","Wesley Iwundu","2019"
"martija01","Jarell Martin","2019"
"bacondw01","Dwayne Bacon","2019"
"johnsal02","Alize Johnson","2019"
"biyombi01","Bismack Biyombo","2019"
"mclembe01","Ben McLemore","2019"
"labissk01","Skal Labissiere","2019"
"crabbal01","Allen Crabbe","2019"
"burtode02","Deonte Burton","2019"
"fraziti01","Tim Frazier","2019"
"udohek01","Ekpe Udoh","2019"
"kaminfr01","Frank Kaminsky","2019"
"birchkh01","Khem Birch","2019"
"dellama01","Matthew Dellavedova","2019"
"connapa01","Pat Connaughton","2019"
"smithjr01","J.R. Smith","2019"
"dotsoda01","Damyean Dotson","2019"
"bullore01","Reggie Bullock","2019"
"farieke01","Kenneth Faried","2019"
"johnsst04","Stanley Johnson","2019"
"crawfja01","Jamal Crawford","2019"
"metuch01","Chimezie Metu","2019"
"musadz01","Dzanan Musa","2019"
"okogijo01","Josh Okogie","2019"
"pinsoth01","Theo Pinson","2019"
"eubandr01","Drew Eubanks","2019"
"pondequ01","Quincy Pondexter","2019"
"lydonty01","Tyler Lydon","2019"
"swanica01","Caleb Swanigan","2019"
"holmeri01","Richaun Holmes","2019"
"caldejo01","Jose Calderon","2019"
"anigbik01","Ike Anigbogu","2019"
"bendedr01","Dragan Bender","2019"
"craigto01","Torrey Craig","2019"
"baldwwa01","Wade Baldwin","2019"
"willicj01","C.J. Williams","2019"
"westbru01","Russell Westbrook","2019"
"nancela02","Larry Nance","2019"
"willijo04","Johnathan Williams","2019"
"allengr01","Grayson Allen","2019"
"monrogr01","Greg Monroe","2019"
"evansja02","Jacob Evans","2019"
"dunnkr01","Kris Dunn","2019"
"grahade01","Devonte' Graham","2019"
"meltode01","De'Anthony Melton","2019"
"williro04","Robert Williams","2019"
"mykhasv01","Sviatoslav Mykhailiuk","2019"
"zubaciv01","Ivica Zubac","2019"
"leeda03","Damion Lee","2019"
"muscami01","Mike Muscala","2019"
"wallaty01","Tyrone Wallace","2019"
"akoonde01","DeVaughn Akoon-Purcell","2019"
"feliccr01","Cristiano Felicio","2019"
"napiesh01","Shabazz Napier","2019"
"bryanth01","Thomas Bryant","2019"
"holliro01","Rondae Hollis-Jefferson","2019"
"robindu01","Duncan Robinson","2019"
"dedmode01","Dewayne Dedmon","2019"
"browntr01","Troy Brown","2019"
"wrighde01","Delon Wright","2019"
"kornelu01","Luke Kornet","2019"
"hasleud01","Udonis Haslem","2019"
"fryech01","Channing Frye","2019"
"teodomi01","Milos Teodosic","2019"
"harrish01","Shaquille Harrison","2019"
"nunnaja01","James Nunnally","2019"
"makerth01","Thon Maker","2019"
"barneha02","Harrison Barnes","2019"
"willitr02","Troy Williams","2019"
"denglu01","Luol Deng","2019"
"johnswe01","Wesley Johnson","2019"
"robinje01","Jerome Robinson","2019"
"maconda01","Daryl Macon","2019"
"bateske01","Keita Bates-Diop","2019"
"winslju01","Justise Winslow","2019"
"ellenhe01","Henry Ellenson","2019"
"leuerjo01","Jon Leuer","2019"
"watanyu01","Yuta Watanabe","2019"
"rabbiv01","Ivan Rabb","2019"
"harrian01","Andrew Harrison","2019"
"naderab01","Abdel Nader","2019"
"luwawti01","Timothe Luwawu-Cabarrot","2019"
"koufoko01","Kosta Koufos","2019"
"bouchch01","Chris Boucher","2019"
"loydjo01","Jordan Loyd","2019"
"mudiaem01","Emmanuel Mudiay","2019"
"qizh01","Zhou Qi","2019"
"chrisma01","Marquese Chriss","2019"
"simonan01","Anfernee Simons","2019"
"howardw01","Dwight Howard","2019"
"frazime01","Melvin Frazier","2019"
"ellinwa01","Wayne Ellington","2019"
"chandwi01","Wilson Chandler","2019"
"sefolth01","Thabo Sefolosha","2019"
"terreja01","Jared Terrell","2019"
"trentga02","Gary Trent","2019"
"mitrona01","Naz Mitrou-Long","2019"
"mejrisa01","Salah Mejri","2019"
"bogdabo01","Bogdan Bogdanovic","2019"
"whitede01","Derrick White","2019"
"carrode01","DeMarre Carroll","2019"
"thomakh01","Khyri Thomas","2019"
"derrima01","Marcus Derrickson","2019"
"thornsi01","Sindarius Thornwell","2019"
"edwarvi01","Vince Edwards","2019"
"hamilda02","Daniel Hamilton","2019"
"morrija01","Jaylen Morris","2019"
"collijo01","John Collins","2019"
"wagnemo01","Moritz Wagner","2019"
"johnsja01","James Johnson","2019"
"netora01","Raul Neto","2019"
"reedda01","Davon Reed","2019"
"anderju01","Justin Anderson","2019"
"whiteok01","Okaro White","2019"
"houseda01","Danuel House","2019"
"robinde01","Devin Robinson","2019"
"jacksde01","Demetrius Jackson","2019"
"davisty01","Tyler Davis","2019"
"doziepj01","PJ Dozier","2019"
"miltosh01","Shake Milton","2019"
"hilarne01","Nene Hilario","2019"
"markkla01","Lauri Markkanen","2019"
"leeco01","Courtney Lee","2019"
"jonesja04","Jalen Jones","2019"
"wilsodj01","D.J. Wilson","2019"
"noahjo01","Joakim Noah","2019"
"blossja01","Jaron Blossomgame","2019"
"bongais01","Isaac Bonga","2019"
"stephdj01","D.J. Stephens","2019"
"evansja01","Jawun Evans","2019"
"kingge03","George King","2019"
"nowitdi01","Dirk Nowitzki","2019"
"knighbr03","Brandon Knight","2019"
"youngni01","Nick Young","2019"
"carteje01","Jevon Carter","2019"
"alkinra01","Rawle Alkins","2019"
"randlch01","Chasson Randle","2019"
"goodwbr01","Brandon Goodwin","2019"
"bayleje01","Jerryd Bayless","2019"
"carusal01","Alex Caruso","2019"
"bradlto01","Tony Bradley","2019"
"caupatr01","Troy Caupain","2019"
"jeffeam01","Amile Jefferson","2019"
"moreler01","Eric Moreland","2019"
"waitedi01","Dion Waiters","2019"
"mccawpa01","Patrick McCaw","2019"
"macurjp01","J.P. Macura","2019"
"walkelo01","Lonnie Walker","2019"
"motlejo01","Johnathan Motley","2019"
"cavanty01","Tyler Cavanaugh","2019"
"highsha01","Haywood Highsmith","2019"
"acyqu01","Quincy Acy","2019"
"willial03","Alan Williams","2019"
"breweco01","Corey Brewer","2019"
"couside01","DeMarcus Cousins","2019"
"adelde01","Deng Adel","2019"
"lucaska01","Kalin Lucas","2019"
"paytoga02","Gary Payton","2019"
"washbju01","Julian Washburn","2019"
"vandeja01","Jarred Vanderbilt","2019"
"creekmi01","Mitch Creek","2019"
"cabocbr01","Bruno Caboclo","2019"
"terryem01","Emanuel Terry","2019"
"allenka01","Kadeem Allen","2019"
"sampsbr01","Brandon Sampson","2019"
"chealjo01","Joe Chealey","2019"
"jenkijo01","John Jenkins","2019"
"simmoko01","Kobi Simmons","2019"
"delgaan01","Angel Delgado","2019"
"grantdo01","Donte Grantham","2019"
"duvaltr01","Trevon Duval","2019"
"hicksis01","Isaiah Hicks","2019"
"thomais02","Isaiah Thomas","2019"
"meeksjo01","Jodie Meeks","2019"
"colsobo01","Bonzie Colson","2019"
"millema01","Malcolm Miller","2019"
"siberjo01","Jordan Sibert","2019"
"mccalta01","Tahjere McCall","2019"
"joneste01","Terrence Jones","2019"
"johnsbj01","B.J. Johnson","2019"
"reynoca01","Cameron Reynolds","2019"
"pattoju01","Justin Patton","2019"
"zellety01","Tyler Zeller","2019"
"bertada02","Dairis Bertans","2019"
"ingraan01","Andre Ingram","2019"
"bogutan01","Andrew Bogut","2019"
"davisde01","Deyonta Davis","2019"
"antetko01","Kostas Antetokounmpo","2019"
"fredeji01","Jimmer Fredette","2019"
"chiozch01","Chris Chiozza","2019"
"machasc01","Scott Machado","2019"
"smithzh01","Zhaire Smith","2019"
"lemonwa01","Walt Lemon","2019"
"jonesje01","Jemerrio Jones","2019"
"hannadu01","Dusty Hannahs","2019"
"sampsja02","JaKarr Sampson","2019"
"humphis01","Isaac Humphries","2019"
"garrebi01","Billy Garrett","2019"
"motiedo01","Donatas Motiejunas","2019"
"hunterj01","R.J. Hunter","2019"
"matenya01","Yante Maten","2019"
